,Fabricante,Modelo,Versao,Valor,Cidade,Combustível,KM,Câmbio,Cor,Carroceria,Desembaçador do vidro traseiro,Computador de bordo,Aceita troca,Pronta entrega,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Desembaçador traseiro,Airbag para motorista,Direção elétrica,Volante multifuncional,Airbag central,Ar condicionado digital,Veículo de não fumante,Revisões realizadas,Laudo cautelar aprovado,Possui vistoria,Ar condicionado,Controle elétrico do vidros dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Bancos revestidos de couro,Airbags frontais,Rodas de liga leve,Piloto automático adaptativo,Airbags laterais,Controle elétrico do vidros traseiros,Distribuição eletrônica de frenagem (ebd),Volante com ajuste de altura,Conexão usb,Rádio,Sensores de estacionamento dianteiro,Faróis de neblina,Central multimídia,Nenhuma batida,Único dono,Pneus novos,Airbag duplo frontal,Airbag motorista,Ar-condicionado,Volante com regulagem de altura,Entradas usb,Bancos de couro,Vidros elétricos dianteiros,Vidros elétricos traseiros,Farol de neblina,Piloto automático adaptativo (acc),Sensor de estacionamento dianteiro,Direção hidráulica,Limpador do vidro traseiro,Cd player,Ar quente,Banco do motorista com ajuste de altura,Brake light,Conexão bluetooth,Parece novo,Limpador traseiro,Trio elétrico,Sistema star-stop,Ajuste elétrico dos retrovisores,Ipva pago,Saldão,Aerofólio,Alerta de cinto para passageiro da primeira fila,Baixa quilometragem,Licenciado esse ano,Isofix para fixação de cadeira infantil,Banco traseiro bipartido,Banco traseiro rebatível,Cintos de três pontos para todos os ocupantes,Encosto de cabeça para todos os ocupantes,Cintos três-pontos para todos os ocupantes,Encostos de cabeça no banco traseiro,Fixação para cadeirinhas infantis (isofix),Kit visibilidade,Controle de tração,Câmera de ré,Assistente de partida em rampa,Apple carplay,Limitador de velocidade,Alerta de cinto para condutor,Controle eletrônico de estabilidade,Luz no porta-luvas,Volante com ajuste de profundidade,Controle eletrônico de estabilidade (esc),Luz de cortesia no porta-luvas,Volante com regulagem de altura e profundidade,Banco do motorista com regulagem de altura,Assistente de subida em rampa,Start-stop,Garantia de fábrica,Sensor de chuva,Sensor de farol,Cd player com mp3,Tração 4x4,Adaptado para pcd,Sensores de estacionamento traseiro,Acendimento automático dos faróis,Teto solar,Rodas de aço com calotas,Protetor de caçamba,Chave canivete,Garantia de 1 ano,Sensor de estacionamento traseiro,Bluetooth,Navegador gps,Airbags de cortina,Alerta de mudança de faixa,Frenagem autônoma de emergência,Controle automático de descida,Roteador wi-fi,Luz de condução diurna,Espelhamento da tela do celular,Retrovisores rebatíveis eletricamente,Retrovisor interno fotocrômico,Assistente de descida,Frenagem autônoma de emergência (aeb),Retrovisor interno eletrocrômico,Retrovisores com rebatimento elétrico,Espelhamento de celular,Gps,Luz de condução diurna (drl),Wi-fi,Chave presencial,Luz no porta-malas,Luz de cortesia no porta-malas,Para-choque na cor do veículo,Entrada usb no banco de trás,Tração dianteira,Friso lateral,Porta-copos,Assistente de permanência em faixa,Alerta de ponto cego,Android auto sem fio,Faróis de led,Carregador de celular por indução,Apoio de braço para o motorista,Assistente de manutenção de faixa,Descanso de braço na primeira fileira,Android auto,Vidros elétricos dianteiros one touch,Estepe integral,Mylink,Sistema de conectividade veicular,Possui multas,Volante com acabamento em couro,Encomenda,Capota marítima,Sensor crepuscular,Tração 4x4 reduzida,Tração traseira,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros one touch,Vidros elétricos traseiros antiesmagamento,Seta no retrovisor,Troca de marchas no volante,Auto hold,Sensor de estacionamento lateral,Saídas de ar condicionado na segunda fileira,Sistema de conectividade,Câmera 360°,Partida por botão,Terceira fileira de bancos,7 lugares,Airbags traseiros,Farol alto automático,Computador de bordo digital,Alerta de cinto para todos os ocupantes	,Ar condicionado digital de 2 zonas,Reconhecimento de placas de trânsito,Pneus de uso misto,Blindagem,Kit multimídia com tv,Banco do motorista com aquecimento,Banco do passageiro com aquecimento,Banco do motorista com ajuste elétrico,Trava multilock,Alerta de tráfego traseiro cruzado,Saídas de ar-condicionado na segunda fileira,Toca fitas,Ar-condicionado digital,Teto panorâmico,Veículo alienado,Farol de milha,Kit gnv,Apoio de cabeça para passageiros da segunda fileira,Ar condicionado digital de 3 zonas,Airbags de joelho,Banco do passageiro com ajuste elétrico,Caçamba de fibra,Estepe temporário,Barras longitudinais no teto,Cluster digital,Regulagem de altura do facho dos faróis,Certificado,Faróis com ajuste de altura,Ar-condicionado digital de 2 zonas,Faróis de xenônio,Câmera 360º,Capa de banco,Lanternas traseiras de led,Faróis com projetor,Ancoragem de cadeiras infantis,Apoio de braço no banco traseiro,Monitoramento de pressão dos pneus,Park assist,Faróis de led matrix,Apple carplay sem fio,Calha de chuva,Alças de segurança no teto,Freio a disco dianteiro,Model year
2418,Honda,Fit,1.5 16v EX CVT (Flex),79800,Salvador - BA,Flex,35000,Manual,Branco,Monovolume,Sim,Sim,Não,Não,1.5,116 (E) / 115 (G),15.601658 (E) / 15.499686 (G),N/C,- (E),8.3 (E) / 12.3 (G),9.9 (E) / 14.1 (G),dianteira,Não,Não,Não,Dois freios à disco com dois discos ventilados,Não,1536.0,1694.0,4096.0,1099.0,46.0,2530.0,363.0,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
2419,Chevrolet,Tracker,Premier 1.4 Turbo (Aut) (Flex),109000,Salvador - BA,Flex,33000,Automática,Branco,SUV,Sim,Sim,Não,Não,1.4,153 (E) / 150 (G),24.473188 (E) / 23.963331 (G),N/C,- (E),7.3 (E) / 10.6 (G),8.2 (E) / 11.7 (G),dianteira,Não,Não,Não,Dois freios à disco com dois discos ventilados,Não,1678.0,1776.0,4258.0,1413.0,53.0,2555.0,306.0,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
2420,Peugeot,3008,1.6 THP Griffe Pack (Aut),138900,Salvador - BA,Gasolina,104000,Automática,Branco,SUV,Sim,Sim,Não,Não,1.6,165 (G),24.5 (G),206 (G),8.9 (G),9.2 (G),11.5 (G),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1625.0,1906.0,4447.0,1567.0,53.0,2675.0,520.0,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
2421,Toyota,Corolla Cross,XRE 2.0 (flex) (Aut),169900,Salvador - BA,Flex,800,Automática,Branco,Não,Sim,Sim,Não,Não,2.0,177 (E) / 169 (G),21.4 (E) / 21.4 (G),195 (E),9.8 (E),8.2 (E) / 11.7 (G),9 (E) / 13 (G),Dianteira,Elétrica,"Independente, tipo McPherson, com mola helicoidal",Eixo de torção com mola helicoidal,Disco ventilado,Disco sólido,1620.0,1825.0,4460.0,1405.0,50.0,2640.0,440.0,5.0,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2022
2422,Toyota,Hilux Cabine Dupla,Hilux 2.8 TDI SRV CD 4x4 (Aut),199000,Salvador - BA,Diesel,237000,Automática,Branco,Picapes,Não,Sim,Não,Não,2.8,177 (D),45.9 (D),N/C,- (D),9 (D),10.5 (D),4x4,Não,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,Não,1815.0,1855.0,5330.0,2085.0,80.0,3085.0,Não,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
2423,Honda,WR-V,EX 1.5 FlexOne CVT (Flex),83900,Salvador - BA,Flex,49000,Automática,Prata,Hatch,Sim,Sim,Não,Não,1.5,116 (E) / 115 (G),15.295743 (E) / 15.193771 (G),N/C,- (E),N/C,N/C,dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1599.0,1734.0,4000.0,1123.0,45.0,2555.0,363.0,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
2424,Ford,Ranger Cabine Dupla,Ranger 2.2 TD CD Sportrac 4x4 (Aut),157900,Salvador - BA,Diesel,129000,Automática,Prata,Picapes,Sim,Sim,Não,Não,2.2,160 (D),39.3 (D),N/C,- (D),8.4 (D),10.4 (D),4x4,Não,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,Não,1821.0,1860.0,5354.0,2116.0,80.0,3220.0,Não,5.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
2425,Ford,Ranger Cabine Dupla,Ranger 2.2 TD XLS CD 4x4 (Aut),147900,Salvador - BA,Diesel,84000,Automática,Vermelho,Picapes,Não,Sim,Não,Não,2.2,160 (D),39.3 (D),N/C,- (D),N/C,N/C,4x4,Não,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam) e traseira com barra estabilizadora, roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,Não,1821.0,1860.0,5354.0,2096.0,80.0,3220.0,Não,6.0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
2426,Renault,Logan,Authentique 1.0 16V (flex),43900,Salvador - BA,Flex,51159,Manual,Branco,Sedan,Não,Não,Não,Não,1.0,80 (E) / 77 (G),10.5 (E) / 10.2 (G),161 (E) / 160 (G),14.1 (E),8.1 (E) / 11.9 (G),13.4 (E),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco.,Não,1529.0,1733.0,4349.0,1028.0,50.0,2635.0,510.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2016
2427,Volkswagen,Up!,1.0 12v E-Flex move up!,46900,Salvador - BA,Flex,45829,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,1.0,82 (E) / 75 (G),10.4 (E) / 9.7 (G),163 (E) / 161 (G),12.6 (E),9.6 (E) / 14 (G),15 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1504.0,1645.0,3689.0,922.0,50.0,2421.0,285.0,5.0,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
2428,Chevrolet,Onix,1.0 Joy SPE/4,50900,Salvador - BA,Flex,71573,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,1.0,80 (E) / 78 (G),9.8 (E) / 9.5 (G),N/C,- (E),8.8 (E) / 12.9 (G),15.3 (E),dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Não,Não,1474.0,1705.0,3930.0,1012.0,54.0,2528.0,289.0,5.0,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,2019
2429,Ford,Focus Hatch,SE 1.6 16V TiVCT,58900,Salvador - BA,Flex,1,Manual,Branco,Hatch,Não,Sim,Não,Não,1.6,135 (E) / 131 (G),16.7 (E) / 16.2 (G),189 (E) / 183 (G),12.5 (E),7 (E),9.3 (E),dianteira,Não,Não,"Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1484.0,1823.0,4358.0,1310.0,55.0,2648.0,316.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2015
